"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_200_20200_0.9_clientserver-BeT_200_20200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;2,60000000000001;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;43,1;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;49;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;14,05;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;4,15000000000001;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;22,7;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;29,65;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;43,05;83,7271488159369;FALSE
"BeT_200_20200_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;45,1;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;40,5;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;46,4;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;16,65;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;1,55;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;20,1;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;27,05;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;45,65;83,7271488159369;FALSE
"BeT_200_20200_1.0_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;47,7;83,7271488159369;FALSE
"BeT_200_60200_0.9_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;5,89999999999999;83,7271488159369;FALSE
"BeT_200_60200_0.9_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;57,15;83,7271488159369;FALSE
"BeT_200_60200_0.9_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;38,95;83,7271488159369;FALSE
"BeT_200_60200_0.9_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;20,4;83,7271488159369;FALSE
"BeT_200_60200_0.9_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;13,45;83,7271488159369;FALSE
"BeT_200_60200_0.9_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;86,15;83,7271488159369;TRUE
"BeT_200_60200_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;88,2;83,7271488159369;TRUE
