"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_200_60200_0.9_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;1,84999999999999;83,7271488159369;FALSE
"BeT_200_60200_0.9_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;22,2;83,7271488159369;FALSE
"BeT_200_60200_0.9_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;68,3;83,7271488159369;FALSE
"BeT_200_60200_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;67,8;83,7271488159369;FALSE
"BeT_200_60200_1.0_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;22,2;83,7271488159369;FALSE
"BeT_200_60200_1.0_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;21,4;83,7271488159369;FALSE
"BeT_200_60200_1.0_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;4,64999999999999;83,7271488159369;FALSE
"BeT_200_60200_1.0_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;25;83,7271488159369;FALSE
"BeT_200_60200_1.0_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;65,5;83,7271488159369;FALSE
"BeT_200_60200_1.0_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;65;83,7271488159369;FALSE
"BeT_50_15050_0.9_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;0,799999999999997;83,7271488159369;FALSE
"BeT_50_15050_0.9_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;26,85;83,7271488159369;FALSE
"BeT_50_15050_0.9_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;47,2;83,7271488159369;FALSE
