"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_200_60200_0.9_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;11;83,7271488159369;FALSE
"BeT_200_60200_0.9_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;61,2;83,7271488159369;FALSE
"BeT_200_60200_0.9_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;22,1;83,7271488159369;FALSE
"BeT_200_60200_1.0_allComponents-BeT_50_15050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;77,5;83,7271488159369;FALSE
"BeT_200_60200_1.0_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;34,6;83,7271488159369;FALSE
"BeT_200_60200_1.0_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;35,9;83,7271488159369;FALSE
"BeT_200_60200_1.0_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;35,1;83,7271488159369;FALSE
"BeT_200_60200_1.0_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;107,3;83,7271488159369;TRUE
"BeT_200_60200_1.0_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;68,2;83,7271488159369;FALSE
"BeT_50_15050_0.9_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;42,9;83,7271488159369;FALSE
"BeT_50_15050_0.9_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;41,6;83,7271488159369;FALSE
"BeT_50_15050_0.9_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;42,4;83,7271488159369;FALSE
"BeT_50_15050_0.9_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;29,8;83,7271488159369;FALSE
"BeT_50_15050_0.9_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;9,3;83,7271488159369;FALSE
"BeT_50_15050_1.0_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;1,3;83,7271488159369;FALSE
"BeT_50_15050_1.0_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;0,5;83,7271488159369;FALSE
"BeT_50_15050_1.0_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;72,7;83,7271488159369;FALSE
"BeT_50_15050_1.0_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;33,6;83,7271488159369;FALSE
"BeT_50_45050_0.9_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;0,799999999999997;83,7271488159369;FALSE
"BeT_50_45050_0.9_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;71,4;83,7271488159369;FALSE
"BeT_50_45050_0.9_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;32,3;83,7271488159369;FALSE
"BeT_50_45050_1.0_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;72,2;83,7271488159369;FALSE
"BeT_50_45050_1.0_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;33,1;83,7271488159369;FALSE
"BeT_50_5050_0.9_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;39,1;83,7271488159369;FALSE
